stop_id,stop_name,normalized
StopArea:OCE87703488,Wolfskirchen Rue du Moulin,wolfskirchen rue du moulin
StopArea:OCE87703496,Diedendorf Rond-Point,diedendorf rond point
StopArea:OCE87703553,Niederstinzel Principale,niederstinzel principale
StopArea:OCE87703561,Berthelming Rue Principale,berthelming rue principale
StopArea:OCE87703579,Bettborn Grand Rue,bettborn grand rue
StopArea:OCE87703587,Saint-Jean-de-Bassel Église,saint jean de bassel aglise
StopArea:OCE87703595,Gosselming Mairie,gosselming mairie
StopArea:OCE87703629,Oberstinzel Rue Principale,oberstinzel rue principale
StopArea:OCE87703678,Dolving Rue de Sarrebourg,dolving rue de sarrebourg
StopArea:OCE87703686,Sarraltroff Rue de Fénétrange,sarraltroff rue de f n trange
StopArea:OCE87703694,Koenigsmacker Metrich École,koenigsmacker metrich acole
StopArea:OCE87703744,Sarrebourg Hôpital,sarrebourg h pital
StopArea:OCE87703769,Basse-Ham Stade,basse ham stade
StopArea:OCE87703975,Nîmes Pont du Gard,n mes pont du gard
StopArea:OCE87707588,Sarraltroff Rue de la Forêt,sarraltroff rue de la for t
StopArea:OCE87710731,Ecole-Valentin,ecole valentin
StopArea:OCE87711226,Scherwiller Rue de la Gare,scherwiller rue de la gare
StopArea:OCE87711713,Juvancourt,juvancourt
StopArea:OCE87712026,Rully,rully
StopArea:OCE87712182,Neuilly-lès-Dijon,neuilly l s dijon
StopArea:OCE87712265,Bretigny - Norges,bretigny norges
StopArea:OCE87712323,Lantenay,lantenay
StopArea:OCE87712331,Velars,velars
StopArea:OCE87712604,Ouges,ouges
StopArea:OCE87712620,Longecourt,longecourt
StopArea:OCE87712679,Chaugey,chaugey
StopArea:OCE87713008,Dijon Porte Neuve,dijon porte neuve
StopArea:OCE87713040,Dijon,dijon
StopArea:OCE87713065,Mâlain,m lain
StopArea:OCE87713073,Blaisy-Bas,blaisy bas
StopArea:OCE87713081,Verrey,verrey
StopArea:OCE87713099,Thenissey,thenissey
StopArea:OCE87713115,Les Laumes - Alésia,les laumes al sia
StopArea:OCE87713131,Montbard,montbard
StopArea:OCE87713156,Nuits sous Ravières,nuits sous ravi res
StopArea:OCE87713198,Tonnerre,tonnerre
StopArea:OCE87713313,Genlis,genlis
StopArea:OCE87713321,Collonges,collonges
StopArea:OCE87713339,Villers-les-Pots,villers les pots
StopArea:OCE87713347,Auxonne,auxonne
StopArea:OCE87713412,Dole,dole
StopArea:OCE87713503,Gevrey-Chambertin,gevrey chambertin
StopArea:OCE87713511,Vougeot - Gilly-lès-Cîteaux,vougeot gilly l s c teaux
StopArea:OCE87713529,Nuits-Saint-Georges,nuits saint georges
StopArea:OCE87713537,Corgoloin,corgoloin
StopArea:OCE87713545,Beaune,beaune
StopArea:OCE87713560,Meursault,meursault
StopArea:OCE87713578,Chagny,chagny
StopArea:OCE87713586,Fontaines - Mercurey,fontaines mercurey
StopArea:OCE87713594,Santenay les Bains,santenay les bains
StopArea:OCE87713628,Saulon,saulon
StopArea:OCE87713636,Aiserey,aiserey
StopArea:OCE87713644,Brazey-en-Plaine,brazey en plaine
StopArea:OCE87713651,Saint-Jean-de-Losne,saint jean de losne
StopArea:OCE87713669,Pagny,pagny
StopArea:OCE87713677,Seurre,seurre
StopArea:OCE87713685,Navilly,navilly
StopArea:OCE87713693,Saint-Bonnet-en-Bresse,saint bonnet en bresse
StopArea:OCE87713701,Mervans,mervans
StopArea:OCE87713735,Louhans,louhans
StopArea:OCE87713826,Ruffey,ruffey
StopArea:OCE87713834,Saint-Julien - Clénay,saint julien cl nay
StopArea:OCE87713842,Gemeaux,gemeaux
StopArea:OCE87713859,Is-sur-Tille,is sur tille
StopArea:OCE87714162,Damblain Église,damblain aglise
StopArea:OCE87714204,Saxon-Sion Basilique,saxon sion basilique
StopArea:OCE87714378,Ars-sur-Moselle TIM République,ars sur moselle tim r publique
StopArea:OCE87714998,Rémoncourt Route Principale,r moncourt route principale
StopArea:OCE87715003,Pontarlier,pontarlier
StopArea:OCE87715102,Andelot,andelot
StopArea:OCE87715136,Frasne,frasne
StopArea:OCE87715144,La Rivière,la rivi re
StopArea:OCE87715151,Sainte-Colombe,sainte colombe
StopArea:OCE87715169,Les Granges-Narboz,les granges narboz
StopArea:OCE87715193,Bonnevaux,bonnevaux
StopArea:OCE87715201,Vaux-et-Chantegrue,vaux et chantegrue
StopArea:OCE87715219,Labergement-Sainte-Marie,labergement sainte marie
StopArea:OCE87715227,Les Longevilles Rochejean,les longevilles rochejean
StopArea:OCE87715235,Les Granges-Sainte-Marie,les granges sainte marie
StopArea:OCE87715250,Saint-Antoine (Doubs),saint antoine doubs
StopArea:OCE87715268,Métabief,m tabief
StopArea:OCE87715326,Champagnole,champagnole
StopArea:OCE87715383,La Chaux-des-Crotenay,la chaux des crotenay
StopArea:OCE87715391,La Chaumusse - Fort-du-Plasne,la chaumusse fort du plasne
StopArea:OCE87715417,Saint-Laurent-en-Grandvaux,saint laurent en grandvaux
StopArea:OCE87715433,Morbier,morbier
StopArea:OCE87715441,Morez,morez
StopArea:OCE87715516,Les Hôpitaux-Neufs,les h pitaux neufs
StopArea:OCE87715524,Jougne,jougne
StopArea:OCE87715821,Mirecourt Hôpital,mirecourt h pital
StopArea:OCE87716449,Saint-Léonard Centre,saint l onard centre
StopArea:OCE87716456,Biffontaine Mairie,biffontaine mairie
StopArea:OCE87716472,Lépanges-Vologn R. Poste,l panges vologn r poste
StopArea:OCE87716696,Corcieux le Conti,corcieux le conti
StopArea:OCE87716811,La Houssière Vanémont Centre,la houssi re van mont centre
StopArea:OCE87716829,Laveline-devant-Bruyères Maison pour Tous,laveline devant bruy res maison pour tous
StopArea:OCE87716910,Morez Lycée,morez lyc e
StopArea:OCE87717090,Ceintrey Eglise,ceintrey eglise
StopArea:OCE87717108,Vézelise Beauregard,v zelise beauregard
StopArea:OCE87717389,Guilberville-le Saussey,guilberville le saussey
StopArea:OCE87717629,Rennes Beaulieu Chimie,rennes beaulieu chimie
StopArea:OCE87717751,Herbitzheim Mairie,herbitzheim mairie
StopArea:OCE87717769,Herbitzheim Msp,herbitzheim msp
StopArea:OCE87718007,Besançon Viotte,besan on viotte
StopArea:OCE87718015,Besançon Mouillère,besan on mouill re
StopArea:OCE87718106,Montferrand - Thoraise,montferrand thoraise
StopArea:OCE87718114,Torpes - Boussières,torpes boussi res
StopArea:OCE87718122,Byans,byans
StopArea:OCE87718130,Liesle,liesle
StopArea:OCE87718155,Arbois,arbois
StopArea:OCE87718189,Poligny,poligny
StopArea:OCE87718197,Saint-Lothain,saint lothain
StopArea:OCE87718205,Passenans,passenans
StopArea:OCE87718213,Domblans - Voiteur,domblans voiteur
StopArea:OCE87718221,Montain-Lavigny,montain lavigny
StopArea:OCE87718239,Lons-le-Saunier,lons le saunier
StopArea:OCE87718270,Cousance,cousance
StopArea:OCE87718296,Saint-Amour,saint amour
StopArea:OCE87718304,Franois,franois
StopArea:OCE87718312,Dannemarie - Velesmes,dannemarie velesmes
StopArea:OCE87718320,Saint-Vit,saint vit
StopArea:OCE87718338,Ranchot,ranchot
StopArea:OCE87718361,Orchamps,orchamps
StopArea:OCE87718403,Roche-lez-Beaupré,roche lez beaupr
StopArea:OCE87718411,Novillars,novillars
StopArea:OCE87718429,Deluz,deluz
StopArea:OCE87718437,Laissey,laissey
StopArea:OCE87718460,Baume-les-Dames,baume les dames
StopArea:OCE87718502,Saône,sa ne
StopArea:OCE87718510,Mamirolle,mamirolle
StopArea:OCE87718528,L'Hôpital-du-Grosbois,l h pital du grosbois
StopArea:OCE87718536,Étalans,atalans
StopArea:OCE87718544,Le Valdahon,le valdahon
StopArea:OCE87718551,Avoudrey,avoudrey
StopArea:OCE87718577,Gilley,gilley
StopArea:OCE87718601,Le Valdahon Camp Militaire,le valdahon camp militaire
StopArea:OCE87718619,Morteau,morteau
StopArea:OCE87718833,Mouchard,mouchard
StopArea:OCE87718841,Arc-et-Senans,arc et senans
StopArea:OCE87718866,Montbarrey,montbarrey
StopArea:OCE87721001,Lyon Vaise,lyon vaise
StopArea:OCE87721035,Amplepuis,amplepuis
StopArea:OCE87721043,Saint-Victor - Thizy,saint victor thizy
StopArea:OCE87721050,Régny,r gny
StopArea:OCE87721159,Lyon Saint-Paul,lyon saint paul
StopArea:OCE87721175,Lyon Gorge de Loup,lyon gorge de loup
StopArea:OCE87721225,Collonges - Fontaines,collonges fontaines
StopArea:OCE87721241,Couzon-au-Mont-d'Or,couzon au mont d or
StopArea:OCE87721266,Albigny - Neuville,albigny neuville
StopArea:OCE87721282,Saint-Germain-au-Mont-d'Or,saint germain au mont d or
StopArea:OCE87721290,Quincieux,quincieux
StopArea:OCE87721324,Anse,anse
StopArea:OCE87721332,Villefranche-sur-Saône,villefranche sur sa ne
StopArea:OCE87721340,Saint-Georges-de-Reneins,saint georges de reneins
StopArea:OCE87721357,Belleville sur Sâone,belleville sur s one
StopArea:OCE87721415,Chazay - Marcilly,chazay marcilly
StopArea:OCE87721423,Lozanne,lozanne
StopArea:OCE87721431,L'Arbresle,l arbresle
StopArea:OCE87721449,Dardilly - Le Jubin,dardilly le jubin
StopArea:OCE87721456,Saint-Romain-de-Popey,saint romain de popey
StopArea:OCE87721464,Pontcharra - Saint-Forgeux,pontcharra saint forgeux
StopArea:OCE87721472,Tarare,tarare
StopArea:OCE87721480,Dardilly les Mouilles,dardilly les mouilles
StopArea:OCE87721506,Écully la Demi-Lune,acully la demi lune
StopArea:OCE87721514,Tassin,tassin
StopArea:OCE87721522,Le Méridien La Ferrière,le m ridien la ferri re
StopArea:OCE87721530,Charbonnières-les-Bains,charbonni res les bains
StopArea:OCE87721548,La Tour-de-Salvagny,la tour de salvagny
StopArea:OCE87721555,Lentilly,lentilly
StopArea:OCE87721563,Fleurieux-sur-l'Arbresle,fleurieux sur l arbresle
StopArea:OCE87721605,Sain-Bel,sain bel
StopArea:OCE87721696,Jumeaux,jumeaux
StopArea:OCE87721704,Les Flachères,les flach res
StopArea:OCE87721738,Dommartin - Lissieu,dommartin lissieu
StopArea:OCE87721746,Civrieux-d'Azergues,civrieux d azergues
StopArea:OCE87721753,Châtillon d'Azergues,ch tillon d azergues
StopArea:OCE87721761,Chessy,chessy
StopArea:OCE87721779,Le Breuil (Rhône),le breuil rh ne
StopArea:OCE87721787,Bois-d'Oingt - Légny,bois d oingt l gny
StopArea:OCE87721811,Ternand,ternand
StopArea:OCE87721829,Chamelet,chamelet
StopArea:OCE87721845,Chambost-Allières,chambost alli res
StopArea:OCE87721852,Grandris La Folletière,grandris la folleti re
StopArea:OCE87721860,Lamure-sur-Azergues,lamure sur azergues
StopArea:OCE87721878,Saint-Nizier-d'Azergues,saint nizier d azergues
StopArea:OCE87721894,Poule,poule
StopArea:OCE87722025,Lyon Perrache,lyon perrache
StopArea:OCE87722207,Oullins,oullins
StopArea:OCE87722231,Pierre-Bénite,pierre b nite
StopArea:OCE87722249,Irigny - Yvours,irigny yvours
StopArea:OCE87722264,Vernaison,vernaison
StopArea:OCE87722298,Grigny le Sablon,grigny le sablon
StopArea:OCE87722405,Givors Ville,givors ville
StopArea:OCE87722439,Givors Canal,givors canal
StopArea:OCE87722538,Feyzin,feyzin
StopArea:OCE87722546,Sérézin,s r zin
StopArea:OCE87722561,Chasse-sur-Rhône,chasse sur rh ne
StopArea:OCE87722579,Estressin,estressin
StopArea:OCE87722587,Vienne,vienne
StopArea:OCE87722652,Saint-Clair - Les Roches,saint clair les roches
StopArea:OCE87722678,Le Péage-de-Roussillon,le p age de roussillon
StopArea:OCE87722702,Francheville,francheville
StopArea:OCE87722710,Chaponost,chaponost
StopArea:OCE87722728,Brignais,brignais
StopArea:OCE87722744,Alaï,ala
StopArea:OCE87723197,Lyon Part Dieu,lyon part dieu
StopArea:OCE87723320,Vénissieux,v nissieux
StopArea:OCE87723353,Saint-Priest,saint priest
StopArea:OCE87723361,Saint-Pierre-de-Chandieu Ronin,saint pierre de chandieu ronin
StopArea:OCE87723387,Saint-Quentin-Fallavier,saint quentin fallavier
StopArea:OCE87723395,La Verpillière,la verpilli re
StopArea:OCE87723429,Bourgoin-Jallieu,bourgoin jallieu
StopArea:OCE87723452,Cessieu,cessieu
StopArea:OCE87723478,La Tour-du-Pin,la tour du pin
StopArea:OCE87723494,Saint-André-le-Gaz,saint andr le gaz
StopArea:OCE87723502,Crépieux la Pape,cr pieux la pape
StopArea:OCE87723528,Miribel,miribel
StopArea:OCE87723536,Saint-Maurice-de-Beynost,saint maurice de beynost
StopArea:OCE87723544,Beynost,beynost
StopArea:OCE87723569,Montluel,montluel
StopArea:OCE87723577,La Valbonne,la valbonne
StopArea:OCE87723585,Meximieux - Pérouges,meximieux p rouges
StopArea:OCE87723700,Sathonay - Rillieux,sathonay rillieux
StopArea:OCE87723718,Les Échets,les achets
StopArea:OCE87723726,Mionnay,mionnay
StopArea:OCE87723734,Saint-André-de-Corcy,saint andr de corcy
StopArea:OCE87723742,Saint-Marcel en Dombes,saint marcel en dombes
StopArea:OCE87723759,Villars-les-Dombes,villars les dombes
StopArea:OCE87723767,Marlieux - Châtillon,marlieux ch tillon
StopArea:OCE87723783,Saint-Paul-de-Varax,saint paul de varax
StopArea:OCE87723791,Servas - Lent,servas lent
StopArea:OCE87725002,Chalon-sur-Saône,chalon sur sa ne
StopArea:OCE87725168,St Pierre Chandieu C.Cassier,st pierre chandieu c cassier
StopArea:OCE87725192,ST PIERRE C. ZI porte Dauphiné,st pierre c zi porte dauphin
StopArea:OCE87725309,Toussieu la Côte,toussieu la c te
StopArea:OCE87725416,Toussieu Eglise,toussieu eglise
StopArea:OCE87725473,Boulazac Isle Manoire,boulazac isle manoire
StopArea:OCE87725614,Sennecey-le-Grand,sennecey le grand
StopArea:OCE87725622,Tournus,tournus
StopArea:OCE87725663,Fleurville - Pont-de-Vaux,fleurville pont de vaux
StopArea:OCE87725671,Senozan,senozan
StopArea:OCE87725689,Mâcon,m con
StopArea:OCE87725705,Mâcon - Loché TGV,m con loch tgv
StopArea:OCE87725713,Crêches-sur-Saône,cr ches sur sa ne
StopArea:OCE87725721,Pontanevaux,pontanevaux
StopArea:OCE87725739,Romanèche-Thorins-Maison Blanche,roman che thorins maison blanche
StopArea:OCE87725804,Pont-de-Veyle,pont de veyle
StopArea:OCE87725812,St-Jean-sur-Veyle,st jean sur veyle
StopArea:OCE87725820,Vonnas,vonnas
StopArea:OCE87725838,Mézériat,m z riat
StopArea:OCE87725846,Polliat,polliat
StopArea:OCE87725895,Échirolles,achirolles
StopArea:OCE87726000,Saint-Étienne Châteaucreux,saint atienne ch teaucreux
StopArea:OCE87726083,Domfessel Abri Rue Principale,domfessel abri rue principale
StopArea:OCE87726091,Lorentzen Rue principale,lorentzen rue principale
StopArea:OCE87726158,Saint-Étienne La Terrasse,saint atienne la terrasse
StopArea:OCE87726174,Saint-Étienne Le Clapier,saint atienne le clapier
StopArea:OCE87726190,Saint-Étienne Bellevue,saint atienne bellevue
StopArea:OCE87726208,Veauche - Saint-Galmier,veauche saint galmier
StopArea:OCE87726216,Bouthéon,bouth on
StopArea:OCE87726232,La Fouillouse,la fouillouse
StopArea:OCE87726307,Saint-Chamond,saint chamond
StopArea:OCE87726331,Rive-de-Gier,rive de gier
StopArea:OCE87726406,Andrézieux,andr zieux
StopArea:OCE87726414,Bonson,bonson
StopArea:OCE87726422,Sury-le-Comtal,sury le comtal
StopArea:OCE87726430,Saint-Romain-le-Puy,saint romain le puy
StopArea:OCE87726448,Montbrison,montbrison
StopArea:OCE87726471,Boën,bo n
StopArea:OCE87726703,La Ricamarie,la ricamarie
StopArea:OCE87726711,Le Chambon-Feugerolles,le chambon feugerolles
StopArea:OCE87726729,Firminy,firminy
StopArea:OCE87726737,Fraisses - Unieux,fraisses unieux
StopArea:OCE87726760,Aurec,aurec
StopArea:OCE87726778,Bas - Monistrol,bas monistrol
StopArea:OCE87726786,Pont de Lignon,pont de lignon
StopArea:OCE87726794,Beauzac,beauzac
StopArea:OCE87726802,Roanne,roanne
StopArea:OCE87726828,Le Coteau,le coteau
StopArea:OCE87726851,Saint-Jodard,saint jodard
StopArea:OCE87726869,Balbigny,balbigny
StopArea:OCE87726877,Feurs,feurs
StopArea:OCE87726885,Montrond-les-Bains,montrond les bains
StopArea:OCE87726901,Saint-Étienne Carnot,saint atienne carnot
StopArea:OCE87727735,Troyes Théâtre de Champagne,troyes th tre de champagne
StopArea:OCE87727743,Troyes Pont Vert,troyes pont vert
StopArea:OCE87727750,Saint-Lyé Mantenay,saint ly mantenay
StopArea:OCE87727768,Saint Lyé Gravières,saint ly gravi res
StopArea:OCE87727776,Saint-Lyé Régales,saint ly r gales
StopArea:OCE87727784,Payns Église,payns aglise
StopArea:OCE87727792,Payns Abri Côté Savières,payns abri c t savi res
StopArea:OCE87727800,Savières Arbre de la Liberté,savi res arbre de la libert
StopArea:OCE87727818,Savières Rue Saint-Gilles,savi res rue saint gilles
StopArea:OCE87727826,Fontaine-les-Grés Mairie,fontaine les gr s mairie
StopArea:OCE87727834,Saint-Mesmin Place du Monument,saint mesmin place du monument
StopArea:OCE87727842,Saint-Mesmin Courlanges,saint mesmin courlanges
StopArea:OCE87727859,Maizières la Grande Paroisse Pont de Clairvaux,maizi res la grande paroisse pont de clairvaux
StopArea:OCE87727867,Romilly-sur-Seine Centre Commercial,romilly sur seine centre commercial
StopArea:OCE87727875,Saint Pouange Lycée Agricole,saint pouange lyc e agricole
StopArea:OCE87727883,Ville-sous-la-Ferté Tramway,ville sous la fert tramway
StopArea:OCE87727891,Ville sous la Ferté Four à Chaux,ville sous la fert four chaux
StopArea:OCE87727909,Bar sur Aube Collége,bar sur aube coll ge
StopArea:OCE87727917,Amance la Ville au Bois Eglise,amance la ville au bois eglise
StopArea:OCE87727925,Amance Mairie/Ecole,amance mairie ecole
StopArea:OCE87728501,Saint-Fons,saint fons
StopArea:OCE87728584,Sarre-Union Rue des Roses,sarre union rue des roses
StopArea:OCE87728592,Herbitzheim Rue de Hambach,herbitzheim rue de hambach
StopArea:OCE87730994,Keskastel Rue de la Libération,keskastel rue de la lib ration
StopArea:OCE87731604,Celles-sur-Durolle Arrêt des Cars,celles sur durolle arr t des cars
StopArea:OCE87731802,Saint-Georges-d'Aurac Bourg,saint georges d aurac bourg
StopArea:OCE87731828,Lachaud-Curmilhac,lachaud curmilhac
StopArea:OCE87731885,Alleyras,alleyras
StopArea:OCE87732008,Vichy,vichy
StopArea:OCE87732206,Saint-Germain-des-Fossés,saint germain des foss s
StopArea:OCE87732222,Bar-sur-Aube Lycée,bar sur aube lyc e
StopArea:OCE87732297,Bayel Place du G.de Gaulle,bayel place du g de gaulle
StopArea:OCE87732404,Gannat,gannat
StopArea:OCE87732693,Chenimenil Filature,chenimenil filature
StopArea:OCE87733592,Gap Gare Routière,gap gare routi re
StopArea:OCE87733733,Lucay-le-Mâle Champ de Foire,lucay le m le champ de foire
StopArea:OCE87734004,Clermont-Ferrand,clermont ferrand
StopArea:OCE87734038,Royat - Chamalières,royat chamali res
StopArea:OCE87734046,Gerzat,gerzat
StopArea:OCE87734053,Riom - Châtel-Guyon,riom ch tel guyon
StopArea:OCE87734087,Pont-du-Château,pont du ch teau
StopArea:OCE87734103,Pontmort,pontmort
StopArea:OCE87734111,Aubiat,aubiat
StopArea:OCE87734129,Aigueperse,aigueperse
StopArea:OCE87734152,Sarliève - Cournon,sarli ve cournon
StopArea:OCE87734160,Le Cendre - Orcet,le cendre orcet
StopArea:OCE87734178,Les Martres-de-Veyre,les martres de veyre
StopArea:OCE87734186,Vic-le-Comte,vic le comte
StopArea:OCE87734194,Parent - Coudes - Champeix,parent coudes champeix
StopArea:OCE87734202,Issoire,issoire
StopArea:OCE87734228,Le Breuil-sur-Couze,le breuil sur couze
StopArea:OCE87734244,Brassac-les-Mines - Sainte-Florine,brassac les mines sainte florine
StopArea:OCE87734251,Arvant,arvant
StopArea:OCE87734269,Brioude,brioude
StopArea:OCE87734293,Paulhaguet,paulhaguet
StopArea:OCE87734301,Saint-Georges-d'Aurac,saint georges d aurac
StopArea:OCE87734319,Langeac,langeac
StopArea:OCE87734335,Monistrol-d'Allier,monistrol d allier
StopArea:OCE87734343,Chapeauroux,chapeauroux
StopArea:OCE87734350,Langogne,langogne
StopArea:OCE87734368,Luc,luc
StopArea:OCE87734426,Vertaizon,vertaizon
StopArea:OCE87734442,Lezoux,lezoux
StopArea:OCE87734459,Pont de Dore,pont de dore
StopArea:OCE87734475,Thiers,thiers
StopArea:OCE87734491,Chabreloche Pont Bascule,chabreloche pont bascule
StopArea:OCE87734673,Darsac,darsac
StopArea:OCE87734681,Borne (Haute-Loire),borne haute loire
StopArea:OCE87734699,Le Puy-en-Velay,le puy en velay
StopArea:OCE87734707,Lavoûte-sur-Loire,lavo te sur loire
StopArea:OCE87734715,Saint-Vincent le Château,saint vincent le ch teau
StopArea:OCE87734723,Vorey,vorey
StopArea:OCE87734731,Chamalières-sur-Loire,chamali res sur loire
StopArea:OCE87734749,Retournac,retournac
StopArea:OCE87734871,Massiac - Blesle,massiac blesle
StopArea:OCE87735522,Bouzonville Institut Providenc,bouzonville institut providenc
StopArea:OCE87737411,Les Aubrais Gare Routière,les aubrais gare routi re
StopArea:OCE87737429,Paris-Austerlitz Routiere,paris austerlitz routiere
StopArea:OCE87737585,Sarreguemines Collège Fulrad,sarreguemines coll ge fulrad
StopArea:OCE87737593,Sarreguemines Lycée Technique,sarreguemines lyc e technique
StopArea:OCE87737668,Sarreguemines Barth,sarreguemines barth
StopArea:OCE87737676,Sarreguemines Collège Himmelsberg,sarreguemines coll ge himmelsberg
StopArea:OCE87737684,Sarreguemines Collège Jean Jaurès,sarreguemines coll ge jean jaur s
StopArea:OCE87737692,Sarreguemines Lycée Pange,sarreguemines lyc e pange
StopArea:OCE87737700,Sarreguemines Utzschneider,sarreguemines utzschneider
StopArea:OCE87737718,Hundling Stade,hundling stade
StopArea:OCE87737734,Farschviller Croisement Gare,farschviller croisement gare
StopArea:OCE87738096,Le Bouscat Sainte-Germaine,le bouscat sainte germaine
StopArea:OCE87739961,Saint-Symphorien-des-Bois,saint symphorien des bois
StopArea:OCE87741009,Chambéry - Challes-les-Eaux,chamb ry challes les eaux
StopArea:OCE87741074,Culoz,culoz
StopArea:OCE87741108,Vions - Chanaz,vions chanaz
StopArea:OCE87741116,Chindrieux,chindrieux
StopArea:OCE87741132,Aix-les-Bains le Revard,aix les bains le revard
StopArea:OCE87741140,Viviers-du-Lac,viviers du lac
StopArea:OCE87741181,Montmélian,montm lian
StopArea:OCE87741223,Saint-Pierre-d'Albigny,saint pierre d albigny
StopArea:OCE87741231,Chamousset,chamousset
StopArea:OCE87741249,Aiton-Salle-Polyvalente,aiton salle polyvalente
StopArea:OCE87741256,Aiguebelle,aiguebelle
StopArea:OCE87741272,Argentine,argentine
StopArea:OCE87741280,Épierre - Saint-Léger,apierre saint l ger
StopArea:OCE87741298,Les Chavannes-Saint-Rémy,les chavannes saint r my
StopArea:OCE87741306,Saint-Avre - La Chambre,saint avre la chambre
StopArea:OCE87741421,Aiguebelette-le-Lac,aiguebelette le lac
StopArea:OCE87741439,Lépin-le-Lac - La Bauche,l pin le lac la bauche
StopArea:OCE87741447,La Bridoire,la bridoire
StopArea:OCE87741454,Saint-Béron - La Bridoire,saint b ron la bridoire
StopArea:OCE87741462,Domessin-le-Bonnard,domessin le bonnard
StopArea:OCE87741470,Pont-de-Beauvoisin,pont de beauvoisin
StopArea:OCE87741496,Les Abrets - Fitilieu,les abrets fitilieu
StopArea:OCE87741504,Virieu-le-Grand - Belley,virieu le grand belley
StopArea:OCE87741611,Grésy-sur-Isère,gr sy sur is re
StopArea:OCE87741629,Frontenex,frontenex
StopArea:OCE87741645,Albertville,albertville
StopArea:OCE87741678,La Bathie,la bathie
StopArea:OCE87741686,Cévins-échangeur,c vins changeur
StopArea:OCE87741694,Notre-Dame de Briançon,notre dame de brian on
StopArea:OCE87741702,La Léchère les Bains Petit Coeur,la l ch re les bains petit coeur
StopArea:OCE87741710,Aigueblanche-Centre,aigueblanche centre
StopArea:OCE87741728,Moûtiers-Salins-Brides-les-B.,mo tiers salins brides les b
StopArea:OCE87741769,Aime - La Plagne,aime la plagne
StopArea:OCE87741777,Landry,landry
StopArea:OCE87741793,Bourg-Saint-Maurice,bourg saint maurice
StopArea:OCE87742007,Modane,modane
StopArea:OCE87742015,Noirétable Place Passelière,noir table place passeli re
StopArea:OCE87742056,Grenoble Cité Internationale,grenoble cit internationale
StopArea:OCE87742197,Schirmeck Cité Scolaire,schirmeck cit scolaire
StopArea:OCE87742221,Châlons-en-Champagne Marne,ch lons en champagne marne
StopArea:OCE87742247,Auboué Centre,aubou centre
StopArea:OCE87742254,Hatrize Centre,hatrize centre
StopArea:OCE87742262,Toulon Sainte-Musse,toulon sainte musse
StopArea:OCE87742320,Saint-Jean-de-Maurienne Arvan,saint jean de maurienne arvan
StopArea:OCE87742361,Saint-Michel - Valloire,saint michel valloire
StopArea:OCE87743005,Bourg-en-Bresse,bourg en bresse
StopArea:OCE87743104,La Vavrette Tossiat RD1075,la vavrette tossiat rd1075
StopArea:OCE87743112,Saint-Martin-du-Mont,saint martin du mont
StopArea:OCE87743120,Pont-d'Ain,pont d ain
StopArea:OCE87743146,Ambronay - Priay,ambronay priay
StopArea:OCE87743302,Ceyzériat,ceyz riat
StopArea:OCE87743328,Villereversure,villereversure
StopArea:OCE87743336,Simandre-sur-Suran,simandre sur suran
StopArea:OCE87743344,Cize - Bolozon,cize bolozon
StopArea:OCE87743351,Nurieux Gare,nurieux gare
StopArea:OCE87743526,Bellignat,bellignat
StopArea:OCE87743534,Oyonnax,oyonnax
StopArea:OCE87743591,Molinges Village,molinges village
StopArea:OCE87743633,Saint-Claude,saint claude
StopArea:OCE87743716,Ambérieu-en-Bugey,amb rieu en bugey
StopArea:OCE87743740,Saint-Rambert-en-Bugey,saint rambert en bugey
StopArea:OCE87743757,Tenay - Hauteville,tenay hauteville
StopArea:OCE87743872,Le Mans Hôpital-Université,le mans h pital universit
StopArea:OCE87744011,Colombey-les-Belles Mairie,colombey les belles mairie
StopArea:OCE87744078,Saint-Gervais-les-Bains,saint gervais les bains
StopArea:OCE87744177,Ancenis Bis,ancenis bis
StopArea:OCE87744235,Châtenois Collège,ch tenois coll ge
StopArea:OCE87744243,Orléans Avenue de Paris,orl ans avenue de paris
StopArea:OCE87745000,Bellegarde,bellegarde
StopArea:OCE87745380,Pougny - Chancy,pougny chancy
StopArea:OCE87745414,Valleiry,valleiry
StopArea:OCE87745430,Saint-Julien-en-Genevois,saint julien en genevois
StopArea:OCE87745497,Annemasse,annemasse
StopArea:OCE87745588,Machilly,machilly
StopArea:OCE87745596,Bons-en-Chablais,bons en chablais
StopArea:OCE87745620,Perrignier,perrignier
StopArea:OCE87745646,Thonon-les-Bains,thonon les bains
StopArea:OCE87745679,Évian-les-Bains,avian les bains
StopArea:OCE87745828,Seyssel - Corbonod,seyssel corbonod
StopArea:OCE87746008,Annecy,annecy
